pricePerNight,nbChambres,city,zipCode,nbSallesDeBain,Date,piscine,url,id
,2,,,,30/06/2020,False,https://www.airbnb.fr/rooms/3581498?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,3581498
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24648873?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,24648873
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/13027816?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,13027816
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/22964973?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,22964973
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/3698651?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,3698651
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/3587723?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,3587723
,5,,,4,30/06/2020,False,https://www.airbnb.fr/rooms/13661222?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,13661222
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/35986275?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,35986275
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/40982069?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=95cb44b9-716b-47d1-a9f4-10ed7482f973,40982069
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/12747986?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,12747986
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/31699751?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,31699751
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/34103203?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,34103203
,4,,,5,30/06/2020,False,https://www.airbnb.fr/rooms/38308832?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,38308832
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/20805824?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,20805824
,5,,,6,30/06/2020,False,https://www.airbnb.fr/rooms/41257522?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,41257522
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/30463418?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,30463418
,3,,,3,30/06/2020,False,https://www.airbnb.fr/rooms/3813400?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,3813400
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/14581530?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,14581530
,2,,,,30/06/2020,False,https://www.airbnb.fr/rooms/21342738?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,21342738
,3,,,5,30/06/2020,False,https://www.airbnb.fr/rooms/33752359?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,33752359
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24614797?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,24614797
,3,,,,30/06/2020,False,https://www.airbnb.fr/rooms/17243304?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,17243304
,4,,,3,30/06/2020,False,https://www.airbnb.fr/rooms/38313245?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,38313245
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24144011?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,24144011
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/41682376?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,41682376
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/14751969?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,14751969
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24885964?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,24885964
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/27797100?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,27797100
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/42024059?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=2231486d-5b42-4c6b-93d1-5a9907aabe69,42024059
,6,,,6,30/06/2020,False,https://www.airbnb.fr/rooms/31186138?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,31186138
,2,,,,30/06/2020,False,https://www.airbnb.fr/rooms/42510936?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,42510936
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/19756586?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,19756586
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/3348339?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,3348339
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/3267694?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,3267694
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24627104?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,24627104
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/25342140?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,25342140
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/28592283?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,28592283
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/13759231?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,13759231
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/11978133?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,11978133
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/31284676?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,31284676
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/6457842?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,6457842
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/8694340?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,8694340
,6,,,4,30/06/2020,False,https://www.airbnb.fr/rooms/37345538?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,37345538
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24277832?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,24277832
,3,,,,30/06/2020,False,https://www.airbnb.fr/rooms/38795460?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,38795460
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/42825126?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,42825126
,2,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/36819597?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,36819597
,4,,,3,30/06/2020,False,https://www.airbnb.fr/rooms/35787494?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,35787494
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/24068418?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=3a68fd5c-78ab-4e06-bfef-492bf9f4c908,24068418
,4,,,3,30/06/2020,False,https://www.airbnb.fr/rooms/35787494?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=78b67240-2b94-4fa0-a5bf-fc04296d164e,35787494
,,,,,30/06/2020,False,https://www.airbnb.fr/rooms/25958730?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=78b67240-2b94-4fa0-a5bf-fc04296d164e,25958730
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/13132604?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=78b67240-2b94-4fa0-a5bf-fc04296d164e,13132604
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/35084970?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=78b67240-2b94-4fa0-a5bf-fc04296d164e,35084970
,,,,1,30/06/2020,False,https://www.airbnb.fr/rooms/23137998?location=Lourmarin&checkin=&check_out=2020-07-07&previous_page_section_name=1000&federated_search_id=78b67240-2b94-4fa0-a5bf-fc04296d164e,23137998
